berita,kategori
"Jakarta - Terpidana kasus bom Thamrin, Dodi Suridi, dihadirkan dalam persidangan terdakwa bom Thamrin Aman Abdurrahman alias Oman Rochman alias Abu Sulaiman bin Ade Sudarman. Dalam kesaksiannya Dodi menyayangkan lokasi terjadinya bom Thamrin yang tidak sesuai dengan target ledakan. Dodi mengaku kenal dengan pelaku bom bunuh diri yaitu Dian dan Azam. Dodi mengaku berperan sebagai pembuat case bom. ""Saya dimintai tolong untuk menggerinda tabung gas untuk bom Thamrin,"" kata Dodi di persidangan, Pengadilan Negeri Jakarta Selatan, Jl. Ampera Raya, Jakarta Selatan, Jumat (9/3/2018). Dodi membantu Dian dan Azam karena tidak ada pilihan lain. Dia ingin hijrah ke Suriah namun dihalang oleh pemerintah Indonesia, akhirnya dia memutuskan untuk membantu merakit bom agar dapat hijrah. ""Saya ingin hijrah karena dihalangi sama pemerintah Indonesia nggak boleh ke Suriah ya akhirnya Dian ngajak saya buat bom, dan saya mau daripada nggak bisa hijrah,"" ungkapnya. Dodi mengatakan sebelumnya target Dian meledakkan bom rakitan itu di Kedutaan Besar Russia. Namun berpindah menjadi Polsek Polisi dan di salah satu kafe yang ada di Thamrin. ""Kenapa ngebomnya di Thamrin?"" tanya jaksa Mayasari ke Dodi. ""Tanya eksekutornya. Saya nggak tahu orang rencananya di Kedubes Rusia malah di Thamrin, nggak bener itu,"" jawa Dodi. Jaksa pun bertanya lagi mengenai lokasi bom yang tepat menurut Dodi. Dodi pun menjawab Gedung MPR dan DPR lah yang menjadi sasaran Dodi. ""Emang ngebom yang benar di mana?,"" tanya jaksa. ""Ya ngebom DPR dan MPR baru benar bukan Polsek atau Starbucks, kalau saya mah bomnya di MPR dan DPR,"" ucapnya. Saat momen Dodi mengatakan keinginannya mengebom DPR dan MPR terlihat terdakwa Aman tertawa lepas di ruang sidang. Dia sesekali juga tampak berbisik dengan pengacaranya sambil melemparkan tawa. Dodi mengungkapkan alasan dia membenci pemerintah karena dirinya merasa dihalangi saat ingin berhijrah ke Suriah. ""Kesatu karena keadilan, kedua saya ingin hijrah tapi saya dihalang-halangi,"" tutur dia. Sebelumnya Ketua Majelis Hakim Akhmad Jaini bertanya mengenai kedekatan antara Aman dengan Dodi. Namun, Dodi menjawab tidak mengenal hanya sebatas pernah bertemu saat membesuk Aman di Nusakambangan itupun karena ikut rombongan. ""Saya tidak mengenal hanya pernah lihat beliau, waktu itu bertemu dalam rangka besukan bersama rombongan ustaz Fauzan,"" ucapnya dia",valid
"""2 Ormas Bentrok di Siak Riau, 23 Orang Diamankan""",valid
"""Ledakan bom bunuh diri terjadi Terminal Kampung Melayu pada Rabu 24 Mei 2017 malam. Ledakan terjadi dua kali, pukul 21.00 WIB dan lima menit berselang kemudian. Akibat ledakan bom itu, tiga anggota polisi gugur. Mereka adalah Briptu Anumerta Ridho Setiawan, Briptu Anumerta Taufan Tsunami, dan Briptu Anumerta Imam Gilang Adinata. Ketiganya meninggal terkena ledakan bom di tengah pengamanan pawai obor. Kadiv Humas Polri Irjen Setyo Wasisto menjelaskan, berdasarkan kesaksian anggota Sabhara Kepolisian Daerah Metro Jaya, Bripda Febrianto Sinaga, saat itu polisi sedang bertugas mengamankan pawai obor menjelang Ramadan pada pukul 21.00 WIB di Terminal Kampung Melayu. Febrianto yang saat itu sedang makan pecel lele di sekitar 50 meter dari tempat kejadian mendengar ledakan pertama. Dia dan rekannya, Bripda Ricky Agung lalu menuju toilet umum terminal. Dia mencium bau menyengat dengan kepulan asap tebal putih. Dia melihat empat orang tergeletak. Dua di antaranya polisi. Saat mengevakuasi, ada ledakan kedua berjarak 10 meter dari lokasi pertama. Sementara itu, akibat aksi itu, 11 orang terluka serta lima orang tewas. Mereka yang tewas dua di antaranya pelaku dan tiga polisi. Kurang dari 24 jam setelah kejadian, Polri lantas mengidentifikasi dua nama pelaku teror bom bunuh diri di Terminal Kampung Melayu. Pelaku di TKP pertama disebutkan atas nama Ihwan, sedang TKP kedua dilakukan Ahmad Sukri. Kepala Divisi Humas Polri Irjen Setyo Wasisto mengatakan, bom bunuh diri yang meledak di area Terminal Kampung Melayu, Jatinegara, berbentuk panci yang diisi rangkaian bahan peledak serta ditambahkan paku dan gotri. Pelaku memasukkan panci tersebut ke dalam tas ransel yang dia bawa. Polri mencurigai pelaku bom bunuh diri ini merupakan kelompok teror Negara Islam Irak Suriah (ISIS). Ini didasari serangkaian bom yang terjadi sebelumnya di negara lain seperti Manchester, Inggris. ""Diduga kuat ini kelompok ISIS,"" tegas Kepala Bagian Penerangan Umum Divisi Humas Polri Kombes Martinus saat dihubungi Liputan6.com di Jakarta, Kamis 25 Mei 2017. Sebab, ciri-ciri bom di Kampung Melayu tersebut mirip dengan kelompok ISIS. Yaitu melakukan serangan bom dengan daya ledak low explosive seperti kasus teror bom di Jalan Thamrin dan di Bandung. Mereka ingin menunjukan eksistensinya pada dunia bahwa mereka masih ada. Kecurigaan Polri ternyata benar. Dalam pernyataannya, ISIS mengklaim bertanggung jawab atas teror bom bunuh diri di Kampung Melayu itu. Klaim tersebut dinyatakan dalam sebuah media ISIS, Amaq News Agency, seperti yang dilaporkan oleh SITE Inteliigence Group --firma analis dan intelijen privat berbasis di Maryland, Amerika Serikat-- dan diwartakan Turkish Radio and Television World (TRTWorld.com), Jumat 26 Mei 2017. Perburuan jaringan terduga teroris melebar ke sejumlah daerah. Dalam kurun hampir sebulan pascaserangan terkutuk di Kampung Melayu, Densus telah menciduk 36 orang. Mereka telah ditetapkan tersangka. 14 orang di antaranya terkait dengan aksi teror bom bunuh diri di Terminal Kampung Melayu, Jatinegara, Jakarta Timur pada Mei 2017 lalu. Kepala Divisi Humas Polri Irjen Setyo Wasisto mengungkapkan, 36 tersangka teroris itu ditangkap dari berbagai tempat berbeda. Di antaranya di Bandung, Jakarta, Garut, Medan, Kendal, Malang, Surabaya, Pandeglang, Cianjur, dan Bima. ""Dari total 41 orang yang ditangkap, 36 di antaranya sudah jadi tersangka,"" kata Setyo di kompleks Mabes Polri, Jakarta, Kamis 22 Juni 2017.""",valid
"""Tanggal 26 di Suriah. Kelompok Negara Islam atau ISIS terusir dari kota Kabane di Suriah di perbatasan Turki setelah pasukan Kurdi yang didukung serangan udara koalisi pimpinan AS melancarkan pertempuran sengit selama lebih dari empat bulan.""",valid
"""Tragedi Kematian Bocah Angeline Disorot Dunia""",valid
"""
HomeGlobal
Setya Novanto-Fadli Zon di Kampanye Donald Trump""",valid
"Liputan6.com, New York - Kemunculan Ketua DPR RI Setya Novanto dan Wakil Ketua DPR Fadli Zon dalam rangkaian kampanye Donald Trump menjadi perhatian publik. Tak hanya di Indonesia. Kemunculan 2 tokoh tersebut juga mendapat sorotan dari banyak media asing. Begini latar belakangnya: Trump mengadakan konferensi pers di Trump Tower di Kota New York. Konglomerat real estate itu meneguhkan niatnya sebagai calon presiden dari Partai Republik. ""Jalan terbaik bagi Partai Republik adalah jika saya memenangkan nominasi dan bertarung langsung dengan siapapun calon dari Demokrat,"" kata dia, seperti dikutip dari CBS News, Jumat (4/9/2015). Trump menandatangani pernyataan bahwa ia tak akan maju sebagai calon pihak ketiga. Sejumlah pihak mengkhawatirkan, jika itu terjadi, pria nyentrik itu justru akan memuluskan jalan bagi calon Demokrat untuk melenggang ke Gedung Putih. Dalam konferensi persnya, Trump menyinggung saingannya dari Partai Republik Jeb Bush. Ia juga berkomentar soal Kanye West yang baru-baru ini mendeklarasikan diri maju sebagai calon presiden pada 2020. Liputan6.com, New York - Kemunculan Ketua DPR RI Setya Novanto dan Wakil Ketua DPR Fadli Zon dalam rangkaian kampanye Donald Trump menjadi perhatian publik. Tak hanya di Indonesia. Kemunculan 2 tokoh tersebut juga mendapat sorotan dari banyak media asing. Begini latar belakangnya: Trump mengadakan konferensi pers di Trump Tower di Kota New York. Konglomerat real estate itu meneguhkan niatnya sebagai calon presiden dari Partai Republik. ""Jalan terbaik bagi Partai Republik adalah jika saya memenangkan nominasi dan bertarung langsung dengan siapapun calon dari Demokrat,"" kata dia, seperti dikutip dari CBS News, Jumat (4/9/2015). Trump menandatangani pernyataan bahwa ia tak akan maju sebagai calon pihak ketiga. Sejumlah pihak mengkhawatirkan, jika itu terjadi, pria nyentrik itu justru akan memuluskan jalan bagi calon Demokrat untuk melenggang ke Gedung Putih. Dalam konferensi persnya, Trump menyinggung saingannya dari Partai Republik Jeb Bush. Ia juga berkomentar soal Kanye West yang baru-baru ini mendeklarasikan diri maju sebagai calon presiden pada 2020. Kabar serupa juga diberitakan media dunia. Japan Times, Malaysia Insider, South China Morning Post, Las Vegas Review Journal, USA Today. Situs Livingston Daily mengunggah video berjudul, ""Trump: One more thing, do they like me in Indonesia?"" Sementara, situs Newsweek dalam akhir artikelnya menuliskan, ""Pada akhir konferensi pers, Trump memperkenalkan Ketua DPR Indonesia. Tak jelas mengapa ia (Setya Novanto) bisa ada di sana."" Dan situs media berpengaruh AS, Washington Post menyebut perkenalan Setya Novanto oleh Donald Trump sebagai, 'And there was unexpected spectacle'. Sebuah kejadian tak terduga



",valid
"Liputan6.com, Jakarta - Kasus desahan di kokpit maskapai penerbangan Lion Air ternyata tak hanya marak diberitakan oleh Tanah Air. Ternyata dunia pun turut menyorotinya. Seperti dikutip dari News.com.au, Sabtu (21/11/2015), media Australia ini menuliskan kasus tersebut memicu maskapai penerbangan murah terbesar Indonesia itu melakukan penyelidikan internal. ""Kopilotnya sudah dilarang terbang,"" tulis media dari Negeri Kanguru itu mengutip pernyataan Direktur Lion Air Edward Sirait dalam sebuah pernyataan. Langkah pencabutan izin terbang, sebagai kompensasi si kopilot yang mengaku menciptakan desahan menghebohkan yang dibuat sebagai kejutan ulang tahun juga dimuat media Inggris Daily Mail. Situs tersebut memberitakan tajuk pada artikel terkait kasus tersebut 'Pilot banned from flying after 'offering divorced Air Hostess as compensation for a delay on a flight to Bali'. Sementara media Pakistan, Tribune.pk menyebutkan dalam artikel 'Indonesian pilot grounded for 'offering hostess as compensation' bahwa pemberitaan heboh itu bermula dari laporan seorang penumpang bernama Lambertus Maengkom. Media Pakistan itu membeberkan bahwa ketika pesawat Lion Air lepas landas terlambat dari pulau Jawa, kopilot juga bercanda menawarkan pramugari janda yang bertugas sebagai permintaan maaf melalui pengeras suara. Situs Singapura The Straits Times pun tak mau ketinggalan menulis kasus desahan di kokpit Lion Air tersebut. Laman tersebut menjudulinya Indonesia's Lion Air grounds pilot for 'offering flight attendant as compensation' for delay. Sedangkan media Malaysia The Star Online menulisnya dalam headline Outrage over attendant offered for flight delay. Lalu media asing dari Selandia Baru Stuff.co.nz memberikan tajuk Grounded pilot denies offering flight attendant to passenger. Eyewitneess News juga turut merengkuh ramainya pemberitaan tersebut dalam artikel berjudul Pilot Grounded for Apparently Offering Hostess as Compensation. Seluruh penumpang JT 990 rute penerbangan Surabaya-Denpasar yang terbang pada pukul 21.30 WIB, Sabtu 14 Nobember 2015, seketika terkejut. Mereka saling menatap satu sama lain. Tidak ada kata yang keluar dari mulut para penumpang Lion Air itu selain keheranan. Ada yang tidak biasa dari nada yang keluar dari pengeras suara. ""Terdengar suara aneh dan mendesah-desah dari speaker kabin selama perjalanan,"" tulis Lambertus dalam laman bandara.web.id, Minggu 15 November dan diunggah sekitar pukul 10.46 WIB. Suara desah juga membuat jantung penumpang berdebar. Penumpang khawatir akan keselamatannya selama dalam perjalanan. Tidak terima dengan perlakuan kru maskapai swasta nasional bertarif rendah tersebut, Lambertus dan beberapa penumpang lain akhirnya memutuskan untuk mengklarifikasi langsung dengan pilot dan kopilot sesampainya di Ngurah Rai, Denpasar. Tapi apa daya, pilot yang bertanggung jawab selama penerbangan tersebut menolak untuk menemui penumpangnya. Akhirnya, Lambertus memutuskan untuk menuliskan 'kisah pahit'-nya itu di laman bandara-web.id.",valid
"Liputan6.com, Jakarta Para penumpang JT 990 rute Surabaya-Denpasar dibuat heran dengan tingkah laku kru Lion Air. Beberapa hal yang tidak biasa mereka jumpai di setiap penerbangan, muncul di malam Sabtu 14 November 2015 lalu, yaitu suara mendesah dari pengeras suara dan pengumuman yang dinilai janggal dan tidak etis. Suara tersebut menyerupai desahan. Ada pula pengumuman layaknya menawarkan pramugari berstatus janda yang saat itu bertugas. ""Yang terdengar ucapan pramugari cantik yang ditinggal suami dan gagal dalam pernikahan pertamanya,"" kata Lambertus Maenkom, salah seorang penumpang, saat berbincang dengan Liputan6.com, Kamis (19/11/2015). ""Saya yakin itu bukan dari penumpang, karena kami tidak punya akses untuk microphone,"" imbuh dia. Tingkah aneh kru Lion Air itu muncul sesaat sebelum pesawat lepas landas. Kejadian serupa berulang saat roda pesawat berhasil mendarat di Bandara Ngurah Rai, Denpasar.

Seperti biasa, awak kabin memberikan pegumuman kepada penumpang agar tetap duduk di tempatnya sampai pesawat total berhenti.

Pramugara atau pramugari juga memberikan arahan bagi penumpang yang hendak mengambil bagasi dan petunjuk bagi penumpang tranasit.

Saat pengumuman transit itulah, tiba-tiba saja suara dari kokpit langsung cekatan menimpali pengumuman awak kabin.

""Transit kemane?"" ujar Lambertus menirukan suara dari pengeras suara kabin.

Bagi Lambertus ini bukan persoalan sepele. Menurut dia, pilot dan kopilot memiliki tanggung jawab penuh menjaga keselamatan para penumpangnya. Salah satu tolok ukurnya adalah kedisiplinan para kru selama bertugas di dalam pesawat.

""Kalau pilot tidak mau disiplin, bagaimana dia bertanggungjawab terhadap nyawa-nyawa orang yang dibawanya?"" ujar Lambertus.

Liputan6.com merangkum jejak 'Desahan Meresahkan' yang buat jantung penumpang berdentum. Berikut kronologinya:

Sabtu, 14 November 2014

Pukul 19.15 WIB
Pesawat dengan nomor penerbangan JT 990 dijadwalkan akan lepas landas dari Bandara Juanda. Namun pesawat mengalami keterlambatan terbang. Tidak ada pemberitahuan rinci dari pihak maskapai penyebab keterlambatan tersebut.

Pukul 21.15 WIB
Pesawat akhirnya lepas landas. Namun sebelum terbang, para penumpang dibuat heran dengan pengumuman dari pengeras suara kokpit. Ada desahan dan menawarkan pramugari janda kepada para penumpang. Sontak saja, seisi kursi penumpang terkejut dan saling menatap satu dengan lainnya.

""Sudah delay 2 jam ini kok kami disambut seperti main-main,"" keluh Lambertus.

23.15 Wita
Roda pesawat mendarat mulus di Bandara Ngurah Rai. Saat pramugari memberikan pengumuman penting bagi penumpang, tiba-tiba saja suara dari kokpit menimpali.

""Apakah ini standar prosedur Lion Air? Take off dan landing adalah momen krusial, kok dibuat mainan, nyawa saya dan penumpang lainnya ada di tangan dia (pilot),"" kata Lambertus dengan nada tinggi.

Para penumpang yang geram dengan tingkah laku pilot dan kopilot menunggu keduanya di depan pesawat. Mereka ingin mengklarifikasi perihal hal yang tak lazim tersebut. Namun, mereka gagal mendapatkan jawabannya.

Minggu, 15 November 2015

Pukul 10.46
Lambertus melampiaskan kejengkelannya pada maskapai yang dia tumpangi malam itu dengan menuliskannya di laman bandara.web.id.

Rabu, 18 November 2015

Pihak Lion Air menyatakan telah merampungkan penyelidikan internalnya. Mereka mengakui adanya kesalahan prosedur yang dilakukan kopilotnya. Namun membantah adanya penawaran janda pramugari kepada penumpang.

Berikut hasil temuan Lion Air:

1. Terdapat pelanggaran prosedur oleh kopilot berupa ucapan selamat ulang tahun kepada salah satu awak kabin
announcement
2. Kami tegaskan bahwa kopilot kami tidak dalam keadaan mabuk atau dalam pengaruh narkoba seperti yang diberitakan dan dalam keadaan sehat walafiat. Hal ini diperkuat oleh kesaksian dari Pilot in Command serta awak kabin yang lain

3. Terkait dengan adanya suara mendesah yang dimaksud adalah bukan seperti yang diberitakan namun ketika kopilot melakukan announcement, napas dari kopilot tersebut seperti tersengal sengal (cara bicaranya memang seperti itu) dan posisi mic pada saat itu terlalu dekat dengan bibir sehingga pada saat menarik nafas atau pada saat mau berbicara terdengar seperti desahan

Atas temun tersebut, maskapai bertarif rendah itu menyatakan telah memberi sanksi kepada kopilotnya itu.

""Atas pelanggaran prosedur announcement terkait dengan ucapan ulang tahun maka kopilot telah diberikan sanksi berupa hukuman tidak boleh terbang (grounded),"" ujar Direktur Umum Edward Sirait dalam keterangan tertulis yang diterima Liputan6.com.",valid
"""Balapan Maut Lamborghini Vs Ferrari Tewaskan Pembeli STMJ


Artikel ini telah tayang di tribun-bali.com dengan judul Balapan Maut Lamborghini Vs Ferrari Tewaskan Pembeli STMJ, https://bali.tribunnews.com/2015/11/30/balapan-maut-lamborghini-vs-ferrari-tewaskan-pembeli-stmj?page=3.

Editor: Ida Ayu Made Sadnyari""",valid
"TEMPO.CO, Jakarta - Kepala Pusat Penelitian Politik Lembaga Ilmu Pengetahuan Indonesia (LIPI), Firman Noor, membantah keterlibatan peneliti LIPI dalam sebuah hasil survei. Ia mengatakan bahwa lembaganya tidak pernah mengeluarkan hasil survei elektabilitas pasangan calon presiden-wakil presiden 2019. ""LIPI tidak pernah mengeluarkan hasil survei yang menyatakan elektabilitas Jokowi - Maruf 40,30 persen, Prabowo - Sandi 45, 45 persen, dan tidak tahu/tidak jawab 14,25 persen,"" kata Firman dalam siaran tertulisnya, Selasa, 26 Maret 2019. Firman mengatakan, saat menjadi pembicara bersama peneliti LIPI, Aisah Putri Budiarti, survei yang menjadi rujukan adalah hasil survei Rumah Demokrasi yang disampaikan Ramdansyah, dalam acara diskusi bertajuk Migrasi Suara Pilpres 2019: Hasil Survei versus Realitas. ""LIPI tidak terlibat sama sekali di dalam proses dan penyampaian hasil survei tersebut,"" ujarnya. Menurut Firman, ia dan Aisah hadir sebagai pembicara untuk mencermati secara umum peluang migrasi suara dalam Pemilu 2019, dengan melihat peluang migrasi dapat terjadi melalui perpindahan dari satu pasangan calon ke pasangan calon lain, atau dari swing voter ke salah satu pasangan calon. Firman juga meminta semua pihak agar lebih cermat, berhati-hati, dan bertanggung jawab dalam menyampaikan atau menyebarluaskan berita kepada publik agar tidak terjebak pada pemberitaan hoaks yang dapat merugikan kredibilitas sebuah lembaga, khususnya lembaga penelitian seperti LIPI.

",valid
"""Lima Pengawas Pemilihan Umum (Panwaslu) Kelurahan/Desa di Kabupaten Aceh Tamiang diberhentikan tetap karena melanggar etik penyelenggara Pemilu terhitung Senin 15 April 2019. Pemberhentian tersebut dilakukan setelah proses kajian dan persidangan dugaan ketidaknetralan atas kasus berpose dengan mengacungkan dua jari hingga viral di media sosial. ""Sudah diberhentikan, pengawas pemilu wajib menjaga etika dan netralitas, mereka pengawas di lima desa di Kecamatan Kejuruan muda,"" kata Imran, Ketua Bawaslu Kabupaten Aceh Tamiang kepada wartawan, Selasa (16/4/2019). Ia menjelaskan, awalnya anggota Pengawas Desa tersebut berfoto bersama dengan menunjukkan salah satu simbol yang erat dikaitkan dengan salah satu pasangan calon presiden dan wakil presiden nomor urut 02, Prabowo-Sandiaga. ""Mereka berpose setelah apel siaga pengawasan masa tenang dan pengawasan politik uang, yang di selenggarakan di halaman Kantor Pengawas Pemilihan Kabupaten Aceh Tamiang,"" jelas dia. Pihaknya langsung menelusuri foto-foto tersebut, akhirnya ditemukan bahwa sumbernya berasal dari status Whatshapp seorang anggota Panwas desa yang selanjutnya di screnshoot oleh seorang aktivis salah satu partai dan disebarkan ke media sosial hingga menjadi viral. Kita langsung panggil dan proses, Tidak ada toleransi bagi jajaran yang melanggar, kenetralan jajaran pengawas pemilu ,dalam sikap, tingkah laku dan ucapan serta perbuatan adalah hal utama yang harus dijaga, ujar Imran. Imran mengatakan bahwa pihaknya sudah berusaha maksimal dalam menghadirkan petugas yang profesional saat perekrutan anggota Pengawas Pemilihan Umum Kelurahan/Desa. ""Panwaslih Kabupaten Aceh Tamiang berkomitmen untuk menjaga jajaran agar kejadian ini tidak sampai terulang kembali di masa depan, dan mengharapkan kepada masyarakat untuk memenatau gerak gerik Pengawas di tingkat Kecamatan, Kelurahan/Desa serta Pengawas TPS, jika ditemukan ada yang tidak netral, segera laporkan ke Panwaslih Kabupaten Aceh Tamiang. Kami akan menindak lanjutinya,"" katanya. Kabupaten Aceh Tamiang secara geografis yang berbatasan dengan Medan Sumatera utara memiliki 12 kecamatan, untuk mengawasi pemilu pileg pilpres 2019 memliki 36 orang pengawas tingkat kecamatan, 213 pengawas Desa, dan 912 pengawas TPS.""",valid
